Phenotype	N_Total	N_Cases	N_Controls	Beta	OR	P_Value	P_Valid	P_Source	OR_CI95	CI_Method	CI_Sided	CI_Label	CI_Valid	CI_LO_OR	CI_HI_OR	Used_Ridge	Final_Is_MLE	Used_Firth	Inference_Type	Coef_Source	P_Value_Method	N_Total_Used	N_Cases_Used	N_Controls_Used	Model_Notes	Inversion	Skip_Reason	P_LRT_Overall	P_Value_lrt	P_Overall_Valid	P_Source_lrt	P_Method	Q_GLOBAL	Sig_Global	CI_Valid_DISPLAY	CI_Method_DISPLAY	CI_Label_DISPLAY	OR_CI95_DISPLAY	CI_LO_OR_DISPLAY	CI_HI_OR_DISPLAY	FINAL_INTERPRETATION
Melanocytic_nevi	8742	463	8279	0.072636763587205	1.075339863371065	0.808550005989997	True	lrt_mle	0.873,1.138	profile	two		True	0.872583082325687	1.138299200351186	False	True	False	mle	mle	lrt_mle	8742	463	8279	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr8-7301025-INV-5297356		0.808550005989997	0.808550005989997	True	lrt_mle	lrt_mle	0.9859210717648742	False	True	profile		0.873,1.138	0.872583082325687	1.138299200351186	
Migraine	9560	382	9178	0.334969766554964	1.397898121307561	0.28800765638194104	True	lrt_mle	0.756,2.583	wald_mle	two		True	0.7564977306516271	2.5831130463167202	False	True	False	mle	mle	lrt_mle	9560	382	9178	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=wald_mle	chr8-7301025-INV-5297356		0.28800765638194104	0.28800765638194104	True	lrt_mle	lrt_mle	0.9680330620805497	False	True	wald_mle		0.756,2.583	0.7564977306516271	2.5831130463167202	
Other_follicular_disorders	9019	765	8254	-0.05299728867801701	0.948382583849359	0.8215037982005481	True	lrt_mle	0.894,1.103	profile	two		True	0.8939617677613481	1.102923532402564	False	True	False	mle	mle	lrt_mle	9019	765	8254	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr8-7301025-INV-5297356		0.8215037982005481	0.8215037982005481	True	lrt_mle	lrt_mle	0.9859210717648742	False	True	profile		0.894,1.103	0.8939617677613481	1.102923532402564	
Uninodular_goiter_single_thyroid_nodule	8841	258	8583	-1.84110597048021	0.158641875816517	1.786194492633193e-05	True	lrt_mle	0.066,0.380	wald_mle	two		True	0.066274712250405	0.379741290576921	False	True	False	mle	mle	lrt_mle	8841	258	8583	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=wald_mle	chr8-7301025-INV-5297356		1.786194492633193e-05	1.786194492633193e-05	True	lrt_mle	lrt_mle	0.0032151500867397473	True	True	wald_mle		0.066,0.380	0.066274712250405	0.379741290576921	unable to determine
Benign_neoplasm_of_the_skin	8992	713	8279	-0.16766085084659002	0.8456405843447261	0.5001504154082841	True	lrt_mle	0.519,1.379	wald_mle	two		True	0.518658907606078	1.378763552315224	False	True	False	mle	mle	lrt_mle	8992	713	8279	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=wald_mle	chr8-7301025-INV-5297356		0.5001504154082841	0.5001504154082841	True	lrt_mle	lrt_mle	0.9680330620805497	False	True	wald_mle		0.519,1.379	0.518658907606078	1.378763552315224	
Disorder_of_nervous_system	9305	127	9178	-0.780067805417315	0.45837492994808104	0.18106186309949301	True	lrt_mle	0.143,1.465	wald_mle	two		True	0.143457776474812	1.464595238877121	True	True	False	mle	mle	lrt_mle	9305	127	9178	firth_seeded_refit;firth_seeded_refit;inference=mle;ci=wald_mle	chr8-7301025-INV-5297356		0.18106186309949301	0.18106186309949301	True	lrt_mle	lrt_mle	0.9680330620805497	False	True	wald_mle		0.143,1.465	0.143457776474812	1.464595238877121	
Pain_in_shoulder	9639	799	8840	0.20258333972089002	1.224562135536017	0.385099256951471	True	lrt_mle	0.776,1.931	wald_mle	two		True	0.7764123417995421	1.931386639621053	False	True	False	mle	mle	lrt_mle	9639	799	8840	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=wald_mle	chr8-7301025-INV-5297356		0.385099256951471	0.385099256951471	True	lrt_mle	lrt_mle	0.9680330620805497	False	True	wald_mle		0.776,1.931	0.7764123417995421	1.931386639621053	
Morbid_obesity	8755	172	8583	0.39950565325289705	1.491087401209805	0.39024476012101	True	lrt_mle	1.213,+inf	profile	one	one-sided (boundary)	True	1.213383686557031	inf	True	True	False	mle	mle	lrt_mle	8755	172	8583	firth_seeded_refit;firth_seeded_refit;inference=mle;ci=profile	chr8-7301025-INV-5297356		0.39024476012101	0.39024476012101	True	lrt_mle	lrt_mle	0.9680330620805497	False	True	profile	one-sided (boundary)	1.213,+inf	1.213383686557031	inf	
Skin_changes_due_to_chronic_exposure_to_nonionizing_radiation	8354	100	8254	-0.9663746273851531	0.380459849587827	0.13991816212073402	True	lrt_mle	0.000,0.760	profile	one	one-sided (boundary)	True	0.0	0.7596171586993581	True	True	False	mle	mle	lrt_mle	8354	100	8254	firth_seeded_refit;firth_seeded_refit;inference=mle;ci=profile	chr8-7301025-INV-5297356		0.13991816212073402	0.13991816212073402	True	lrt_mle	lrt_mle	0.9680330620805497	False	True	profile	one-sided (boundary)	0.000,0.760	0.0	0.7596171586993581	
Conjunctivitis	9164	455	8709	-0.198271879319653	0.8201468418577471	0.5093883008735011	True	lrt_mle	0.454,1.481	wald_mle	two		True	0.45406246082375806	1.4813839509853621	False	True	False	mle	mle	lrt_mle	9164	455	8709	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=wald_mle	chr8-7301025-INV-5297356		0.5093883008735011	0.5093883008735011	True	lrt_mle	lrt_mle	0.9754244059279807	False	True	wald_mle		0.454,1.481	0.45406246082375806	1.4813839509853621	
Skin_changes_due_to_solar_radiation	8382	128	8254	-0.840433156441548	0.431523565728861	0.148812956248409	True	lrt_mle	0.135,1.377	wald_mle	two		True	0.13527474115721	1.376551055920651	True	True	False	mle	mle	lrt_mle	8382	128	8254	firth_seeded_refit;firth_seeded_refit;inference=mle;ci=wald_mle	chr8-7301025-INV-5297356		0.148812956248409	0.148812956248409	True	lrt_mle	lrt_mle	0.9680330620805497	False	True	wald_mle		0.135,1.377	0.13527474115721	1.376551055920651	
Sensorineural_hearing_loss	8970	261	8709	-0.000868043924593	0.9991323327165451	0.998307033024423	True	lrt_mle	0.823,1.183	profile	two		True	0.823348283345528	1.183409731819854	False	True	False	mle	mle	lrt_mle	8970	261	8709	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr8-7301025-INV-5297356		0.998307033024423	0.998307033024423	True	lrt_mle	lrt_mle	0.999143360799542	False	True	profile		0.823,1.183	0.823348283345528	1.183409731819854	
Goiter	8981	398	8583	-1.091140946953689	0.33583310727583804	0.001346597897535	True	lrt_mle	0.170,0.664	wald_mle	two		True	0.169889287771007	0.663866906632542	False	True	False	mle	mle	lrt_mle	8981	398	8583	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=wald_mle	chr8-7301025-INV-5297356		0.001346597897535	0.001346597897535	True	lrt_mle	lrt_mle	0.0807958738521	False	True	wald_mle		0.170,0.664	0.169889287771007	0.663866906632542	
Urinary_incontinence_and_enuresis	9695	273	9422	-0.36460791221473604	0.6944688902727421	0.348511114224051	True	lrt_mle	0.322,1.496	wald_mle	two		True	0.322394824560975	1.49595155633597	False	True	False	mle	mle	lrt_mle	9695	273	9422	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=wald_mle	chr8-7301025-INV-5297356		0.348511114224051	0.348511114224051	True	lrt_mle	lrt_mle	0.9680330620805497	False	True	wald_mle		0.322,1.496	0.322394824560975	1.49595155633597	
Viral_infections	9695	1613	8082	0.041165994097036	1.042025061199396	0.8106600160789561	True	lrt_mle	0.927,1.080	profile	two		True	0.926864840179731	1.079813124922933	False	True	False	mle	mle	lrt_mle	9695	1613	8082	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr8-7301025-INV-5297356		0.8106600160789561	0.8106600160789561	True	lrt_mle	lrt_mle	0.9859210717648742	False	True	profile		0.927,1.080	0.926864840179731	1.079813124922933	
Scar_conditions_and_fibrosis_of_skin	8404	150	8254	0.06460254407355301	1.066734959984526	0.8996141872634991	True	lrt_mle	0.779,1.233	profile	two		True	0.778700543651001	1.232773984339375	True	True	False	mle	mle	lrt_mle	8404	150	8254	firth_seeded_refit;firth_seeded_refit;inference=mle;ci=profile	chr8-7301025-INV-5297356		0.8996141872634991	0.8996141872634991	True	lrt_mle	lrt_mle	0.9859210717648742	False	True	profile		0.779,1.233	0.778700543651001	1.232773984339375	
Abnormal_mammogram	8635	356	8279	-0.24791313876400303	0.7804277292511731	0.49333083687598805	True	lrt_mle	0.383,1.590	wald_mle	two		True	0.38296734055840304	1.5903900308994081	False	True	False	mle	mle	lrt_mle	5299	356	4943	sex_restricted_to_0;sex_majority_restricted_to_0;ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=wald_mle	chr8-7301025-INV-5297356		0.49333083687598805	0.49333083687598805	True	lrt_mle	lrt_mle	0.9680330620805497	False	True	wald_mle		0.383,1.590	0.38296734055840304	1.5903900308994081	
Lump_or_mass_in_breast_or_nonspecific_abnormal_breast_exam	9065	786	8279	-0.148726903158151	0.8618044388349201	0.5564255981784301	True	lrt_mle	0.525,1.416	wald_mle	two		True	0.524513875865046	1.415990929831311	False	True	False	mle	mle	lrt_mle	9065	786	8279	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=wald_mle	chr8-7301025-INV-5297356		0.5564255981784301	0.5564255981784301	True	lrt_mle	lrt_mle	0.9859210717648742	False	True	wald_mle		0.525,1.416	0.524513875865046	1.415990929831311	
Aphagia_and_dysphagia	9695	283	9412	-0.41757288474865806	0.6586434850337121	0.27870465109442805	True	lrt_mle	0.000,0.837	profile	one	one-sided (boundary)	True	0.0	0.83651484472897	False	True	False	mle	mle	lrt_mle	9695	283	9412	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr8-7301025-INV-5297356		0.27870465109442805	0.27870465109442805	True	lrt_mle	lrt_mle	0.9680330620805497	False	True	profile	one-sided (boundary)	0.000,0.837	0.0	0.83651484472897	
Hypertrophic_conditions_of_skin	8582	328	8254	-0.34638078419649104	0.7072431288195351	0.332072332332275	True	lrt_mle	0.349,1.431	wald_mle	two		True	0.34947997569031103	1.431248935720674	False	True	False	mle	mle	lrt_mle	8582	328	8254	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=wald_mle	chr8-7301025-INV-5297356		0.332072332332275	0.332072332332275	True	lrt_mle	lrt_mle	0.9680330620805497	False	True	wald_mle		0.349,1.431	0.34947997569031103	1.431248935720674	
Acne	8688	434	8254													False	False	False				8688	434	8254	dropped_rank_def=chr6-141867315-INV-29159	chr6-141867315-INV-29159	target_dropped_in_pruning			False				False	False						
Other_skin_and_subcutaneous_disorders	8762	508	8254													False	False	False				8762	508	8254	dropped_rank_def=chr6-141867315-INV-29159	chr6-141867315-INV-29159	target_dropped_in_pruning			False				False	False						
Inflammation_of_the_eye	9375	666	8709													False	False	False				9375	666	8709	dropped_rank_def=chr6-141867315-INV-29159	chr6-141867315-INV-29159	target_dropped_in_pruning			False				False	False						
Hearing_impairment	9161	452	8709													False	False	False				9161	452	8709	dropped_rank_def=chr6-141867315-INV-29159	chr6-141867315-INV-29159	target_dropped_in_pruning			False				False	False						
Abnormal_Papanicolaou_smear	9609	221	9388													False	False	False				5999	219	5780	sex_restricted_to_0;sex_majority_restricted_to_0;dropped_rank_def=chr6-141867315-INV-29159	chr6-141867315-INV-29159	target_dropped_in_pruning			False				False	False						
Epidermal_thickening	8587	333	8254													False	False	False				8587	333	8254	dropped_rank_def=chr6-141867315-INV-29159	chr6-141867315-INV-29159	target_dropped_in_pruning			False				False	False						
Abnormal_cytological_findings_in_specimens_from_genital_organs	9695	307	9388													False	False	False				6084	304	5780	sex_restricted_to_0;sex_majority_restricted_to_0;dropped_rank_def=chr6-141867315-INV-29159	chr6-141867315-INV-29159	target_dropped_in_pruning			False				False	False						
Multinodular_goiter	8750	167	8583													False	False	False				8750	167	8583	dropped_rank_def=chr6-141867315-INV-29159	chr6-141867315-INV-29159	target_dropped_in_pruning			False				False	False						
Pure_hypercholesterolemia	9283	700	8583													False	False	False				9283	700	8583	dropped_rank_def=chr6-141867315-INV-29159	chr6-141867315-INV-29159	target_dropped_in_pruning			False				False	False						
Benign_sarcoma_related_cancers	8689	410	8279													False	False	False				8689	410	8279	dropped_rank_def=chr6-141867315-INV-29159	chr6-141867315-INV-29159	target_dropped_in_pruning			False				False	False						
Melanocytic_nevi	8742	463	8279													False	False	False				8742	463	8279	dropped_rank_def=chr6-141867315-INV-29159	chr6-141867315-INV-29159	target_dropped_in_pruning			False				False	False						
Migraine	9560	382	9178													False	False	False				9560	382	9178	dropped_rank_def=chr6-141867315-INV-29159	chr6-141867315-INV-29159	target_dropped_in_pruning			False				False	False						
Other_follicular_disorders	9019	765	8254													False	False	False				9019	765	8254	dropped_rank_def=chr6-141867315-INV-29159	chr6-141867315-INV-29159	target_dropped_in_pruning			False				False	False						
Uninodular_goiter_single_thyroid_nodule	8841	258	8583													False	False	False				8841	258	8583	dropped_rank_def=chr6-141867315-INV-29159	chr6-141867315-INV-29159	target_dropped_in_pruning			False				False	False						
Benign_neoplasm_of_the_skin	8992	713	8279													False	False	False				8992	713	8279	dropped_rank_def=chr6-141867315-INV-29159	chr6-141867315-INV-29159	target_dropped_in_pruning			False				False	False						
Disorder_of_nervous_system	9305	127	9178													False	False	False				9305	127	9178	dropped_rank_def=chr6-141867315-INV-29159	chr6-141867315-INV-29159	target_dropped_in_pruning			False				False	False						
Pain_in_shoulder	9639	799	8840													False	False	False				9639	799	8840	dropped_rank_def=chr6-141867315-INV-29159	chr6-141867315-INV-29159	target_dropped_in_pruning			False				False	False						
Morbid_obesity	8755	172	8583													False	False	False				8755	172	8583	dropped_rank_def=chr6-141867315-INV-29159	chr6-141867315-INV-29159	target_dropped_in_pruning			False				False	False						
Skin_changes_due_to_chronic_exposure_to_nonionizing_radiation	8354	100	8254													False	False	False				8354	100	8254	dropped_rank_def=chr6-141867315-INV-29159	chr6-141867315-INV-29159	target_dropped_in_pruning			False				False	False						
Conjunctivitis	9164	455	8709													False	False	False				9164	455	8709	dropped_rank_def=chr6-141867315-INV-29159	chr6-141867315-INV-29159	target_dropped_in_pruning			False				False	False						
Skin_changes_due_to_solar_radiation	8382	128	8254													False	False	False				8382	128	8254	dropped_rank_def=chr6-141867315-INV-29159	chr6-141867315-INV-29159	target_dropped_in_pruning			False				False	False						
Sensorineural_hearing_loss	8970	261	8709													False	False	False				8970	261	8709	dropped_rank_def=chr6-141867315-INV-29159	chr6-141867315-INV-29159	target_dropped_in_pruning			False				False	False						
Goiter	8981	398	8583													False	False	False				8981	398	8583	dropped_rank_def=chr6-141867315-INV-29159	chr6-141867315-INV-29159	target_dropped_in_pruning			False				False	False						
Urinary_incontinence_and_enuresis	9695	273	9422													False	False	False				9695	273	9422	dropped_rank_def=chr6-141867315-INV-29159	chr6-141867315-INV-29159	target_dropped_in_pruning			False				False	False						
Viral_infections	9695	1613	8082													False	False	False				9695	1613	8082	dropped_rank_def=chr6-141867315-INV-29159	chr6-141867315-INV-29159	target_dropped_in_pruning			False				False	False						
Scar_conditions_and_fibrosis_of_skin	8404	150	8254													False	False	False				8404	150	8254	dropped_rank_def=chr6-141867315-INV-29159	chr6-141867315-INV-29159	target_dropped_in_pruning			False				False	False						
Abnormal_mammogram	8635	356	8279													False	False	False				5299	356	4943	sex_restricted_to_0;sex_majority_restricted_to_0;dropped_rank_def=chr6-141867315-INV-29159	chr6-141867315-INV-29159	target_dropped_in_pruning			False				False	False						
Lump_or_mass_in_breast_or_nonspecific_abnormal_breast_exam	9065	786	8279													False	False	False				9065	786	8279	dropped_rank_def=chr6-141867315-INV-29159	chr6-141867315-INV-29159	target_dropped_in_pruning			False				False	False						
Aphagia_and_dysphagia	9695	283	9412													False	False	False				9695	283	9412	dropped_rank_def=chr6-141867315-INV-29159	chr6-141867315-INV-29159	target_dropped_in_pruning			False				False	False						
Hypertrophic_conditions_of_skin	8582	328	8254													False	False	False				8582	328	8254	dropped_rank_def=chr6-141867315-INV-29159	chr6-141867315-INV-29159	target_dropped_in_pruning			False				False	False						
Acne	8688	434	8254	-1.6724790912941612	0.187780961972659	0.545529119474361	True	score_chi2	0.105,0.402	profile_penalized	two		True	0.105139869080711	0.40203288992157904	True	False	True	firth	firth	score_chi2	8688	434	8254	firth_refit;ridge_seeded_refit;inference=firth;ci=profile_penalized	chr4-33098029-INV-7075			0.545529119474361	True	score_chi2	score_chi2	0.9859210717648742	False	True	profile_penalized		0.105,0.402	0.105139869080711	0.40203288992157904	
Other_skin_and_subcutaneous_disorders	8762	508	8254	1.860353530205721	6.426008157889642	0.757568137267233	True	score_chi2		profile_penalized	two		False			True	False	True	firth	firth	score_chi2	8762	508	8254	firth_refit;ridge_seeded_refit;inference=firth;ci=profile_penalized	chr4-33098029-INV-7075			0.757568137267233	True	score_chi2	score_chi2	0.9859210717648742	False	False						
Inflammation_of_the_eye	9375	666	8709	-2.410375069135606	0.08978161394402501	0.369806388821237	True	score_chi2	0.060,0.139	profile_penalized	two		True	0.060372444175958	0.139268808287004	True	False	True	firth	firth	score_chi2	9375	666	8709	firth_refit;ridge_seeded_refit;inference=firth;ci=profile_penalized	chr4-33098029-INV-7075			0.369806388821237	True	score_chi2	score_chi2	0.9680330620805497	False	True	profile_penalized		0.060,0.139	0.060372444175958	0.139268808287004	
Hearing_impairment	9161	452	8709	0.23291630854335102	1.262275833203311	0.653916924673095	True	score_chi2	0.884,1.755	profile_penalized	two		True	0.88397099965234	1.75482953375436	True	False	True	firth	firth	score_chi2	9161	452	8709	firth_refit;ridge_seeded_refit;inference=firth;ci=profile_penalized	chr4-33098029-INV-7075			0.653916924673095	True	score_chi2	score_chi2	0.9859210717648742	False	True	profile_penalized		0.884,1.755	0.88397099965234	1.75482953375436	
Abnormal_Papanicolaou_smear	9609	221	9388	-5.745735170088962	0.0031963838018840003	0.37582615302265304	True	score_chi2	0.002,0.007	profile_penalized	two		True	0.0016345270439740002	0.0072929146425390005	True	False	True	firth	firth	score_chi2	5999	219	5780	sex_restricted_to_0;sex_majority_restricted_to_0;firth_refit;ridge_seeded_refit;inference=firth;ci=profile_penalized	chr4-33098029-INV-7075			0.37582615302265304	True	score_chi2	score_chi2	0.9680330620805497	False	True	profile_penalized		0.002,0.007	0.0016345270439740002	0.0072929146425390005	
Epidermal_thickening	8587	333	8254	2.379726012015727	10.801942855897142	0.7285674960185301	True	score_chi2		profile_penalized	two		False			True	False	True	firth	firth	score_chi2	8587	333	8254	firth_refit;ridge_seeded_refit;inference=firth;ci=profile_penalized	chr4-33098029-INV-7075			0.7285674960185301	True	score_chi2	score_chi2	0.9859210717648742	False	False						
Abnormal_cytological_findings_in_specimens_from_genital_organs	9695	307	9388	-5.736592309973602	0.0032257418958250004	0.34432565908664203	True	score_chi2	0.002,0.006	profile_penalized	two		True	0.001865839627618	0.006136796851084	True	False	True	firth	firth	score_chi2	6084	304	5780	sex_restricted_to_0;sex_majority_restricted_to_0;firth_refit;ridge_seeded_refit;inference=firth;ci=profile_penalized	chr4-33098029-INV-7075			0.34432565908664203	True	score_chi2	score_chi2	0.9680330620805497	False	True	profile_penalized		0.002,0.006	0.001865839627618	0.006136796851084	
Multinodular_goiter	8750	167	8583	2.707595303730971	14.993178091183253	0.947931259273132	True	score_chi2		profile_penalized	two		False			True	False	True	firth	firth	score_chi2	8750	167	8583	firth_refit;firth_seeded_refit;inference=firth;ci=profile_penalized	chr4-33098029-INV-7075			0.947931259273132	True	score_chi2	score_chi2	0.9859210717648742	False	False						
Pure_hypercholesterolemia	9283	700	8583	-0.22209785994028702	0.8008369906398151	0.9358858520147371	True	lrt_mle	0.740,1.321	profile	two		True	0.7395237059901201	1.3208175911188111	False	True	False	mle	mle	lrt_mle	9283	700	8583	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr4-33098029-INV-7075		0.9358858520147371	0.9358858520147371	True	lrt_mle	lrt_mle	0.9859210717648742	False	True	profile		0.740,1.321	0.7395237059901201	1.3208175911188111	
Benign_sarcoma_related_cancers	8689	410	8279	-4.57121837689984	0.010345347503539	0.307872062028944	True	score_chi2	0.006,0.021	profile_penalized	two		True	0.005973939470563	0.021329518698469	True	False	True	firth	firth	score_chi2	8689	410	8279	firth_refit;ridge_seeded_refit;inference=firth;ci=profile_penalized	chr4-33098029-INV-7075			0.307872062028944	True	score_chi2	score_chi2	0.9680330620805497	False	True	profile_penalized		0.006,0.021	0.005973939470563	0.021329518698469	
Melanocytic_nevi	8742	463	8279	-5.886700958048572	0.00277612014313	0.252397750548466	True	score_chi2	0.002,0.004	profile_penalized	two		True	0.0018267661438790001	0.004452242254665	True	False	True	firth	firth	score_chi2	8742	463	8279	firth_refit;ridge_seeded_refit;inference=firth;ci=profile_penalized	chr4-33098029-INV-7075			0.252397750548466	True	score_chi2	score_chi2	0.9680330620805497	False	True	profile_penalized		0.002,0.004	0.0018267661438790001	0.004452242254665	
Migraine	9560	382	9178	1.055792299034261	2.8742515187039412	0.8749392033979371	True	score_chi2	2.270,3.633	profile_penalized	two		True	2.269839639222047	3.632942661187558	True	False	True	firth	firth	score_chi2	9560	382	9178	firth_refit;ridge_seeded_refit;inference=firth;ci=profile_penalized	chr4-33098029-INV-7075			0.8749392033979371	True	score_chi2	score_chi2	0.9859210717648742	False	True	profile_penalized		2.270,3.633	2.269839639222047	3.632942661187558	
Other_follicular_disorders	9019	765	8254	-0.7684076968193511	0.463750912772727	0.7847902732487471	True	lrt_mle	0.000,0.757	profile	one	one-sided (boundary)	True	0.0	0.757278150089697	False	True	False	mle	mle	lrt_mle	9019	765	8254	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr4-33098029-INV-7075		0.7847902732487471	0.7847902732487471	True	lrt_mle	lrt_mle	0.9859210717648742	False	True	profile	one-sided (boundary)	0.000,0.757	0.0	0.757278150089697	
